#category          Emean   err_Emean  rho       err_rho  phi     err_phi
absEta_0_1         6.5486  0          0.0129  0.00004  M_PI_2  M_PI_2
absEta_1_1.2       6.5646  0          0.0193  0.00012  M_PI_2  M_PI_2
absEta_1.2_1.4442  6.5926  0          0.0249  0.00011  M_PI_2  M_PI_2
absEta_1.566_2     6.5151  0          0.0281  0.00007  M_PI_2  M_PI_2
absEta_2_2.5       6.5010  0          0.0356  0.00007  M_PI_2  M_PI_2
